Date,Open,High,Low,Close,Volume
6/17/1981,0.558,0.5603,0.558,0.558,6893607
6/18/1981,0.5558,0.5603,0.5558,0.5558,5762406
6/19/1981,0.5402,0.5424,0.5402,0.5402,6876807
6/22/1981,0.5201,0.5223,0.5201,0.5201,2710402.75
6/23/1981,0.529,0.5335,0.529,0.529,3757603.75
6/24/1981,0.5156,0.5201,0.5156,0.5156,5756806
6/25/1981,0.5268,0.529,0.5268,0.5268,6064806
6/26/1981,0.5201,0.5246,0.5201,0.5201,5947206
6/29/1981,0.5022,0.5067,0.5022,0.5022,2648802.75
6/30/1981,0.4643,0.4665,0.4643,0.4643,8976809
7/1/1981,0.4598,0.4621,0.4598,0.4598,42616044
7/2/1981,0.4598,0.4621,0.4598,0.4598,7571207.5
7/6/1981,0.4442,0.4487,0.4442,0.4442,4132804.25
7/7/1981,0.4487,0.4531,0.4487,0.4487,3959204
7/8/1981,0.4665,0.4687,0.4665,0.4665,4155204.25
7/9/1981,0.4308,0.433,0.4308,0.4308,8220808
7/10/1981,0.3973,0.3996,0.3973,0.3973,13792814
7/13/1981,0.4062,0.4085,0.4062,0.4062,11435211
7/14/1981,0.4241,0.4286,0.4241,0.4241,4944805
7/15/1981,0.4353,0.4375,0.4353,0.4353,2738402.75
7/16/1981,0.4464,0.4509,0.4464,0.4464,3808003.75
7/17/1981,0.4621,0.4643,0.4621,0.4621,4956005
7/20/1981,0.4308,0.433,0.4308,0.4308,5913606
7/21/1981,0.4286,0.4308,0.4286,0.4286,7985608
7/22/1981,0.404,0.4085,0.404,0.404,5667205.5
7/23/1981,0.4152,0.4174,0.4152,0.4152,8612809
7/24/1981,0.4286,0.4308,0.4286,0.4286,7212807
7/27/1981,0.4464,0.4487,0.4464,0.4464,4334404.5
7/28/1981,0.4308,0.433,0.4308,0.4308,5712005.5
7/29/1981,0.4241,0.4264,0.4241,0.4241,3875204
7/30/1981,0.4397,0.4442,0.4397,0.4397,2475202.5
7/31/1981,0.4464,0.4487,0.4464,0.4464,2738402.75
8/3/1981,0.442,0.4464,0.442,0.442,3108003
8/4/1981,0.4487,0.4509,0.4487,0.4487,7918408
8/5/1981,0.4621,0.4643,0.4621,0.4621,4373604.5
